model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand,ID
 A Class,2019,23490,Automatic,2245,Petrol,145,28.5,1.3,Mercedes,29238
 Up,2013,6990,Manual,24300,Petrol,20,60.1,1.0,VW,14040
 A1,2016,9800,Manual,36462,Diesel,0,76.3,1.6,Audi,20224
 E Class,2017,18300,Automatic,38976,Diesel,20,67.3,2.0,Mercedes,4501
 Q7,2019,45800,Automatic,10035,Diesel,145,32.8,3.0,Audi,6112
 GLE Class,2019,44981,Automatic,7496,Diesel,145,36.7,3.0,Mercedes,42670
 Golf,2019,19995,Manual,3000,Petrol,145,46.3,1.5,VW,11999
 1 Series,2018,17480,Manual,20376,Petrol,150,52.3,1.5,BMW,18425
 Polo,2017,9895,Manual,50899,Petrol,150,60.1,1.2,VW,22663
 3 Series,2017,19650,Semi-Auto,43267,Diesel,145,62.8,2.0,BMW,15864
 5 Series,2020,34995,Semi-Auto,10,Hybrid,145,49.6,2.0,BMW,560
 A3,2018,16991,Semi-Auto,60892,Petrol,145,56.5,1.5,Audi,16384
 C Class,2015,16810,Automatic,44929,Diesel,30,64.2,2.1,Mercedes,1799
 Tiguan,2017,15895,Manual,34026,Diesel,145,58.9,2.0,VW,45171
 E Class,2015,16322,Semi-Auto,21097,Diesel,125,58.9,2.1,Mercedes,32113
 Polo,2017,10995,Manual,9045,Petrol,20,60.1,1.0,VW,19093
 Touareg,2019,44995,Automatic,100,Diesel,145,34.5,3.0,VW,26172
 A3,2016,10275,Manual,69037,Diesel,20,68.9,2.0,Audi,12722
 Q5,2020,53990,Semi-Auto,4433,Diesel,145,34.5,3.0,Audi,31114
 Golf,2016,10999,Manual,25252,Diesel,0,74.3,1.6,VW,14304
 Polo,2016,8998,Manual,22412,Petrol,20,60.1,1.2,VW,43203
 A4,2016,13998,Manual,19285,Petrol,125,53.3,1.4,Audi,520
 X1,2016,17367,Manual,18361,Diesel,125,58.9,2.0,BMW,3074
 A Class,2019,23399,Manual,965,Petrol,145,47.1,1.3,Mercedes,31148
 GLC Class,2019,37189,Semi-Auto,4500,Diesel,145,40.9,2.0,Mercedes,7005
 Polo,2016,9991,Manual,16577,Petrol,20,60.1,1.2,VW,8121
 Passat,2019,16950,Manual,14500,Diesel,150,51.4,2.0,VW,22002
 Golf,2019,19980,Semi-Auto,2283,Petrol,145,45.6,1.5,VW,14928
 3 Series,2019,27495,Semi-Auto,12897,Diesel,145,52.3,2.0,BMW,44872
 C Class,2012,8450,Automatic,86663,Petrol,160,44.8,1.6,Mercedes,10107
 C Class,2019,21940,Automatic,5149,Petrol,145,44.1,1.5,Mercedes,39442
 Tiguan,2013,13582,Manual,27000,Diesel,165,48.7,2.0,VW,1150
 Golf,2019,21864,Semi-Auto,4722,Petrol,145,43.5,1.5,VW,15878
 A Class,2014,13500,Automatic,38313,Diesel,30,64.2,1.8,Mercedes,22151
 3 Series,2015,13980,Automatic,36816,Diesel,30,70.6,2.0,BMW,36240
 E Class,2019,27980,Semi-Auto,11085,Diesel,145,58.9,2.0,Mercedes,4889
 Passat,2019,16999,Manual,6497,Diesel,145,54.3,2.0,VW,20708
 3 Series,2015,8697,Manual,73785,Diesel,30,61.4,2.0,BMW,8976
 TT,2012,7975,Manual,75000,Diesel,145,53.3,2.0,Audi,18930
 1 Series,2016,12000,Manual,38700,Petrol,125,52.3,1.5,BMW,15323
 3 Series,2018,19992,Semi-Auto,32456,Diesel,145,62.8,2.0,BMW,37996
 1 Series,2015,15642,Automatic,47361,Petrol,235,37.7,3.0,BMW,15834
 A3,2014,8600,Manual,73722,Petrol,30,57.6,1.2,Audi,9323
 Golf,2017,16300,Manual,34494,Diesel,30,60.1,2.0,VW,23819
 A3,2016,11499,Manual,21362,Diesel,20,70.6,1.6,Audi,42243
 C Class,2019,27699,Semi-Auto,5426,Petrol,145,45.6,1.5,Mercedes,37550
 C Class,2019,27890,Automatic,10091,Diesel,145,57.7,2.0,Mercedes,41314
 A Class,2019,22980,Semi-Auto,13854,Diesel,145,67.3,1.5,Mercedes,25042
 A Class,2018,29399,Semi-Auto,33125,Petrol,145,40.9,2.0,Mercedes,39032
 Tiguan,2017,18600,Manual,22000,Petrol,145,48.7,1.4,VW,17442
 Golf,2020,37500,Semi-Auto,3000,Petrol,150,32.8,2.0,VW,2342
 C Class,2019,29980,Semi-Auto,8202,Petrol,145,44.1,1.5,Mercedes,17478
 Golf,2019,19450,Semi-Auto,4600,Diesel,145,52.3,2.0,VW,2854
 GLE Class,2019,55981,Semi-Auto,2572,Diesel,150,32.5,2.9,Mercedes,7672
 3 Series,2014,12890,Semi-Auto,52106,Diesel,30,62.8,2.0,BMW,45215
 GLE Class,2019,48444,Automatic,8112,Diesel,145,36.7,3.0,Mercedes,31881
 3 Series,2018,18500,Semi-Auto,26937,Diesel,145,64.2,2.0,BMW,32576
 A6,2015,21950,Automatic,43000,Diesel,160,50.4,3.0,Audi,10185
 Golf,2016,12695,Semi-Auto,41424,Petrol,30,53.3,1.4,VW,15158
 A6,2019,32494,Automatic,2394,Diesel,145,50.4,2.0,Audi,17457
 1 Series,2017,10600,Manual,50927,Diesel,145,72.4,1.5,BMW,35315
 A Class,2019,23999,Automatic,1816,Diesel,145,56.5,2.0,Mercedes,2166
 X1,2015,16998,Semi-Auto,25649,Diesel,125,57.6,2.0,BMW,24692
 T-Cross,2019,16999,Manual,2338,Petrol,150,47.9,1.0,VW,22493
 4 Series,2019,28532,Semi-Auto,3030,Diesel,145,58.9,2.0,BMW,34837
 Q5,2013,15995,Automatic,50000,Diesel,205,47.1,2.0,Audi,1109
 Q3,2014,18799,Semi-Auto,33650,Petrol,260,36.7,2.0,Audi,9690
 A3,2019,18990,Semi-Auto,2620,Diesel,150,52.3,1.6,Audi,11704
 5 Series,2019,26350,Semi-Auto,3623,Diesel,145,65.7,2.0,BMW,7392
 Touran,2016,16495,Semi-Auto,47358,Diesel,30,65.7,1.6,VW,13534
 5 Series,2019,25980,Semi-Auto,5951,Petrol,150,50.4,2.0,BMW,19503
 A Class,2019,22899,Semi-Auto,1835,Diesel,145,65.7,1.5,Mercedes,20756
 TT,2016,16749,Manual,32354,Diesel,30,62.8,2.0,Audi,35604
 Q7,2019,41718,Semi-Auto,5745,Diesel,150,33.6,3.0,Audi,28753
 X1,2016,15270,Manual,55000,Diesel,125,58.9,2.0,BMW,9850
 A4,2018,24990,Semi-Auto,16669,Diesel,145,61.4,2.0,Audi,43002
 X2,2019,28499,Semi-Auto,8550,Diesel,145,48.7,2.0,BMW,41329
 Sharan,2018,20995,Semi-Auto,10112,Diesel,145,41.5,2.0,VW,41199
 Golf,2016,11999,Manual,32062,Diesel,20,68.9,2.0,VW,33004
 2 Series,2020,20980,Semi-Auto,11,Petrol,145,50.4,1.5,BMW,2338
 Q2,2017,20495,Automatic,36000,Petrol,150,52.3,1.4,Audi,41448
 A Class,2019,22980,Semi-Auto,7148,Diesel,145,67.3,1.5,Mercedes,17008
 A Class,2020,24107,Automatic,3500,Diesel,145,62.8,1.5,Mercedes,23965
 4 Series,2018,21895,Semi-Auto,34384,Diesel,145,55.4,3.0,BMW,20635
 4 Series,2020,24490,Semi-Auto,105,Diesel,145,65.7,2.0,BMW,11075
 1 Series,2019,17980,Manual,7103,Diesel,145,70.6,1.5,BMW,22022
 TT,2015,16950,Automatic,34000,Petrol,160,44.1,2.0,Audi,3000
 A4,2016,12700,Manual,42166,Diesel,20,72.4,2.0,Audi,33033
 5 Series,2018,25998,Semi-Auto,7776,Diesel,145,49.6,2.0,BMW,25163
 3 Series,2017,21495,Semi-Auto,47518,Diesel,160,51.4,3.0,BMW,14168
 C Class,2019,26899,Semi-Auto,1308,Petrol,145,45.6,1.5,Mercedes,17879
 A6,2019,45912,Automatic,5260,Diesel,145,36.2,3.0,Audi,39755
 CL Class,2014,17990,Semi-Auto,18024,Diesel,30,62.8,2.1,Mercedes,31352
 Tiguan,2016,14799,Manual,40807,Diesel,145,53.3,2.0,VW,12940
 C Class,2019,25995,Automatic,10051,Diesel,145,64.2,2.0,Mercedes,26843
 Q2,2018,19990,Manual,16414,Petrol,145,50.4,1.4,Audi,29541
 2 Series,2019,24690,Semi-Auto,7338,Petrol,150,47.9,2.0,BMW,14054
 Golf,2019,26995,Semi-Auto,5142,Diesel,145,49.6,2.0,VW,33115
 Scirocco,2016,15500,Semi-Auto,9740,Diesel,30,57.6,2.0,VW,31773
 A3,2014,11690,Manual,33000,Petrol,30,57.6,1.2,Audi,5659
 B Class,2019,20945,Automatic,13661,Petrol,145,45.6,1.3,Mercedes,28889
 Polo,2019,16491,Manual,5000,Petrol,145,52.3,1.0,VW,16136
 Tiguan,2017,22710,Semi-Auto,27695,Diesel,125,57.6,2.0,VW,10061
 Polo,2018,12495,Manual,18584,Petrol,145,62.8,1.0,VW,42606
 Passat,2015,12698,Semi-Auto,27645,Diesel,30,62.8,2.0,VW,15295
 A1,2017,14495,Manual,25253,Petrol,30,56.5,1.4,Audi,10388
 Touareg,2019,44495,Automatic,385,Other,145,25.5,3.0,VW,39296
 3 Series,2017,19702,Semi-Auto,27225,Diesel,30,62.8,2.0,BMW,20657
 Touareg,2017,24298,Semi-Auto,28383,Diesel,235,42.8,3.0,VW,19620
 Golf,2016,12500,Automatic,91910,Hybrid,0,188.3,1.4,VW,10602
 A4,2018,34999,Semi-Auto,16120,Petrol,145,38.7,3.0,Audi,35764
 Polo,2020,15950,Automatic,1000,Petrol,145,45.6,1.0,VW,7068
 Golf,2018,14495,Manual,11994,Petrol,145,49.6,1.0,VW,26342
 GLC Class,2019,44499,Semi-Auto,10000,Petrol,145,34.0,3.0,Mercedes,20596
 1 Series,2019,26980,Automatic,1250,Petrol,145,40.4,1.5,BMW,4478
 Polo,2015,9495,Automatic,16507,Petrol,20,60.1,1.2,VW,35619
 Golf,2015,15497,Manual,42700,Petrol,150,47.1,2.0,VW,5600
 TT,2009,9350,Manual,44000,Diesel,145,53.3,2.0,Audi,9197
 A5,2014,17999,Automatic,40000,Petrol,300,34.9,3.0,Audi,12172
 A Class,2019,25185,Semi-Auto,8294,Petrol,145,53.3,1.3,Mercedes,43234
 E Class,2019,33700,Semi-Auto,12542,Petrol,145,40.4,2.0,Mercedes,29683
 Golf,2019,17000,Automatic,15240,Petrol,145,45.6,1.0,VW,20462
 A Class,2016,11970,Semi-Auto,65164,Diesel,20,74.3,1.5,Mercedes,14837
 A1,2016,11300,Manual,12650,Diesel,0,76.3,1.6,Audi,41391
 Q2,2019,20995,Manual,9388,Diesel,145,49.6,1.6,Audi,28005
 Q3,2013,14550,Semi-Auto,48627,Petrol,260,36.7,2.0,Audi,16917
 CLS Class,2019,33400,Automatic,11704,Diesel,145,48.7,2.9,Mercedes,18504
 GLE Class,2018,29442,Semi-Auto,29745,Diesel,145,47.9,2.1,Mercedes,46640
 Q2,2019,27985,Semi-Auto,1414,Petrol,145,40.9,1.5,Audi,7431
 Q7,2019,41719,Automatic,7936,Diesel,145,33.6,3.0,Audi,10669
 E Class,2017,24989,Automatic,10776,Diesel,145,58.9,2.0,Mercedes,21323
 1 Series,2017,17695,Automatic,4632,Petrol,145,54.3,1.5,BMW,25226
 CL Class,2019,19899,Manual,3696,Diesel,145,67.3,2.1,Mercedes,44163
 4 Series,2019,30980,Semi-Auto,8215,Diesel,150,50.4,3.0,BMW,4877
 Polo,2016,9350,Manual,18291,Petrol,20,60.1,1.2,VW,29739
 Polo,2017,9990,Manual,10735,Petrol,145,58.9,1.0,VW,3312
 Golf,2019,15298,Semi-Auto,6218,Petrol,145,45.6,1.0,VW,19372
 A Class,2019,23500,Semi-Auto,10617,Petrol,150,53.3,1.3,Mercedes,12706
 C Class,2017,17599,Semi-Auto,21516,Diesel,20,64.2,2.1,Mercedes,29703
 1 Series,2016,9295,Manual,60740,Diesel,0,83.1,1.5,BMW,4221
 Q3,2019,33888,Automatic,2590,Petrol,145,31.4,2.0,Audi,38076
 3 Series,2019,26000,Semi-Auto,5358,Diesel,145,52.3,2.0,BMW,4765
 Polo,2019,11890,Manual,14500,Petrol,150,48.7,1.0,VW,15536
 2 Series,2019,20980,Manual,101,Petrol,145,52.3,1.5,BMW,34220
 5 Series,2019,26350,Semi-Auto,8351,Diesel,145,65.7,2.0,BMW,17658
 Polo,2015,6490,Manual,50000,Petrol,0,65.7,1.0,VW,46700
 Tiguan,2019,23995,Semi-Auto,1539,Petrol,150,37.7,1.5,VW,16196
 Polo,2017,9250,Manual,24605,Petrol,20,60.1,1.2,VW,2265
 C Class,2019,25000,Semi-Auto,13169,Petrol,145,44.1,1.5,Mercedes,43343
 Golf,2017,12995,Manual,23000,Petrol,150,54.3,1.4,VW,5335
 Up,2013,3999,Manual,57407,Petrol,20,62.8,1.0,VW,9434
 C Class,2019,29999,Semi-Auto,5276,Diesel,145,54.3,2.0,Mercedes,15644
 Tiguan,2017,24990,Automatic,29270,Diesel,145,57.6,2.0,VW,738
 Golf,2018,13999,Semi-Auto,28848,Petrol,150,58.9,1.5,VW,5591
 Golf,2018,14995,Manual,9500,Petrol,145,49.6,1.0,VW,17913
 Golf,2017,13995,Semi-Auto,17500,Petrol,150,55.4,1.4,VW,16533
 Q2,2019,20000,Manual,741,Diesel,145,49.6,1.6,Audi,221
 SL CLASS,2019,47789,Semi-Auto,2000,Petrol,145,36.7,3.0,Mercedes,5289
 B Class,2019,23799,Automatic,3617,Diesel,145,60.1,1.5,Mercedes,29403
 Polo,2016,8900,Manual,11800,Petrol,20,60.1,1.0,VW,34089
 Polo,2018,12998,Manual,12969,Petrol,145,62.8,1.0,VW,11011
 Q7,2016,48995,Automatic,41032,Diesel,300,39.2,4.0,Audi,8043
 Golf,2019,20690,Manual,7445,Petrol,145,47.9,1.5,VW,46418
 Q2,2017,14800,Automatic,23714,Diesel,145,68.9,1.6,Audi,3033
 2 Series,2015,14470,Automatic,16000,Diesel,30,67.3,2.0,BMW,12611
 Golf,2018,14200,Manual,10462,Diesel,145,61.4,1.6,VW,11760
 A3,2016,11200,Semi-Auto,66680,Diesel,0,74.3,1.6,Audi,2138
 Q5,2016,20498,Semi-Auto,33657,Diesel,200,47.1,2.0,Audi,16042
 2 Series,2020,23380,Semi-Auto,666,Diesel,145,51.4,2.0,BMW,1977
 Up,2017,7400,Manual,37514,Petrol,145,64.2,1.0,VW,18042
 1 Series,2018,12700,Automatic,35742,Petrol,145,58.9,1.5,BMW,30893
 E Class,2016,19999,Semi-Auto,27663,Diesel,30,65.7,2.0,Mercedes,38464
 A3,2011,6875,Manual,70000,Diesel,30,64.2,2.0,Audi,18795
 T-Roc,2018,16449,Manual,30761,Petrol,145,55.4,1.0,VW,5706
 A Class,2020,29490,Automatic,3329,Diesel,145,67.3,1.5,Mercedes,32234
 C Class,2014,14780,Semi-Auto,59884,Diesel,30,64.2,2.1,Mercedes,15867
 Q5,2019,40991,Automatic,2000,Petrol,145,32.1,2.0,Audi,10797
 GLC Class,2019,37970,Automatic,169,Diesel,145,40.9,2.0,Mercedes,1139
 TT,2016,17000,Manual,19860,Petrol,145,47.1,1.8,Audi,37331
 Golf,2015,11399,Manual,21307,Diesel,20,68.9,2.0,VW,4215
 4 Series,2018,26500,Semi-Auto,10305,Petrol,150,41.5,3.0,BMW,20436
 Polo,2017,10495,Manual,18744,Petrol,145,60.1,1.0,VW,21429
 Tiguan,2015,12599,Manual,35059,Diesel,145,53.3,2.0,VW,20059
 C Class,2020,41900,Automatic,6000,Diesel,145,55.4,2.0,Mercedes,27389
 Golf,2014,8952,Manual,42574,Diesel,0,68.9,1.6,VW,21773
 GLA Class,2018,21890,Automatic,11653,Diesel,145,56.5,2.1,Mercedes,43556
 Golf,2016,8999,Manual,82000,Diesel,0,74.3,1.6,VW,42393
 A Class,2019,19995,Manual,14110,Petrol,145,28.5,1.3,Mercedes,29745
 GLC Class,2020,41980,Semi-Auto,3774,Diesel,145,40.9,2.0,Mercedes,23394
 GLA Class,2020,29066,Semi-Auto,1701,Petrol,145,37.2,1.6,Mercedes,3175
 Tiguan,2019,26498,Semi-Auto,5492,Diesel,145,39.8,2.0,VW,28584
 A4,2020,45990,Semi-Auto,7800,Diesel,145,39.2,3.0,Audi,38497
 1 Series,2016,14250,Manual,18372,Petrol,125,52.3,1.5,BMW,5008
 Golf,2016,10852,Manual,43090,Diesel,0,74.3,1.6,VW,17145
 3 Series,2015,8700,Manual,71636,Diesel,20,68.9,2.0,BMW,42424
 C Class,2018,49990,Semi-Auto,19870,Petrol,145,32.8,4.0,Mercedes,45160
 A1,2015,10498,Manual,21396,Petrol,0,67.3,1.0,Audi,29234
 A Class,2013,9950,Manual,54000,Petrol,150,48.7,1.6,Mercedes,31649
 2 Series,2015,16950,Automatic,22876,Petrol,160,44.1,2.0,BMW,24272
 X3,2020,42990,Semi-Auto,6235,Diesel,150,36.7,3.0,BMW,44770
 GLA Class,2015,15640,Semi-Auto,47370,Diesel,125,55.4,2.1,Mercedes,29452
 Touran,2016,16498,Semi-Auto,18978,Diesel,30,65.7,1.6,VW,41286
 E Class,2019,24999,Semi-Auto,10424,Diesel,145,72.4,2.0,Mercedes,43445
 B Class,2019,22990,Automatic,1125,Diesel,145,55.4,2.0,Mercedes,10001
 2 Series,2018,19980,Semi-Auto,9933,Petrol,145,38.2,2.0,BMW,2219
 Scirocco,2017,17000,Automatic,34203,Diesel,145,62.8,2.0,VW,12341
 C Class,2020,30990,Semi-Auto,2780,Diesel,145,61.4,2.0,Mercedes,21793
 1 Series,2010,3350,Manual,93890,Diesel,30,62.8,2.0,BMW,16895
 Touareg,2016,22465,Automatic,34192,Diesel,235,42.8,3.0,VW,24112
 A6,2013,10962,Manual,57062,Diesel,125,57.6,2.0,Audi,33511
 Golf,2015,8295,Manual,59500,Diesel,0,74.3,1.6,VW,14568
 X3,2019,31999,Semi-Auto,6624,Diesel,145,54.3,2.0,BMW,8721
 C Class,2013,12699,Automatic,23790,Diesel,145,53.3,2.1,Mercedes,33137
 C Class,2015,12490,Manual,68600,Diesel,20,68.9,2.1,Mercedes,5907
 Up,2017,8500,Manual,13261,Petrol,20,64.2,1.0,VW,29140
 Passat,2015,9291,Manual,82000,Diesel,20,67.3,2.0,VW,30663
 3 Series,2020,38995,Semi-Auto,1000,Diesel,145,49.6,2.0,BMW,42742
 Polo,2015,8965,Manual,22208,Petrol,20,60.1,1.0,VW,4506
 4 Series,2020,27669,Manual,151,Diesel,150,62.8,2.0,BMW,12889
 3 Series,2019,27285,Semi-Auto,11439,Petrol,145,40.9,2.0,BMW,5388
 T-Cross,2020,18980,Manual,600,Petrol,145,47.9,1.0,VW,25493
 Up,2019,9495,Manual,3851,Petrol,145,54.3,1.0,VW,18775
 Golf,2016,19495,Manual,29950,Petrol,200,39.8,2.0,VW,14679
 1 Series,2013,13990,Semi-Auto,38748,Petrol,235,37.7,3.0,BMW,10984
 3 Series,2019,22052,Semi-Auto,10178,Diesel,145,55.4,2.0,BMW,28642
 A4,2016,13500,Manual,76890,Diesel,30,67.3,2.0,Audi,10364
 GLC Class,2016,23282,Semi-Auto,9700,Diesel,125,56.5,2.1,Mercedes,897
 Q3,2019,29850,Automatic,10292,Petrol,145,31.7,2.0,Audi,43570
 A4,2020,45000,Semi-Auto,6400,Diesel,145,39.2,3.0,Audi,19445
 E Class,2018,22980,Semi-Auto,20772,Diesel,145,65.7,2.0,Mercedes,4427
 X3,2019,34000,Automatic,2483,Petrol,145,30.4,2.0,BMW,20919
 X5,2016,41211,Semi-Auto,46180,Petrol,570,25.4,4.4,BMW,38306
 Polo,2016,12998,Manual,29284,Petrol,145,47.0,1.8,VW,36461
 Golf,2016,15494,Semi-Auto,33097,Diesel,30,62.8,2.0,VW,20207
 B Class,2015,11499,Manual,13437,Diesel,30,64.2,2.1,Mercedes,9504
 GLE Class,2017,26600,Automatic,33848,Diesel,145,42.8,3.0,Mercedes,36962
 Polo,2017,10000,Manual,34223,Petrol,145,60.1,1.2,VW,25144
 GLA Class,2017,16120,Manual,29480,Diesel,30,64.2,2.1,Mercedes,23774
 Polo,2014,7991,Manual,42569,Petrol,20,60.1,1.2,VW,26723
 4 Series,2019,22690,Semi-Auto,4940,Diesel,150,65.7,2.0,BMW,45343
 CLS Class,2015,19995,Automatic,40032,Diesel,160,51.4,3.0,Mercedes,4658
 GLA Class,2018,21591,Semi-Auto,11700,Diesel,145,56.5,2.1,Mercedes,9234
 Golf,2017,14341,Manual,18369,Petrol,150,54.3,1.4,VW,41184
 V Class,2018,19998,Manual,11726,Diesel,145,46.3,2.1,Mercedes,22912
 E Class,2017,22350,Semi-Auto,14850,Diesel,145,61.4,2.0,Mercedes,44067
 A4,2019,26450,Manual,125,Petrol,145,39.2,2.0,Audi,45011
 Up,2017,8000,Manual,24444,Petrol,20,60.1,0.0,VW,41553
 Q3,2020,32990,Manual,2985,Diesel,145,42.8,2.0,Audi,18439
 Golf,2020,24500,Automatic,1000,Petrol,145,44.8,1.5,VW,15197
 T-Roc,2019,22380,Manual,9868,Diesel,145,50.4,1.6,VW,17620
 3 Series,2016,17980,Automatic,48947,Hybrid,0,134.5,2.0,BMW,18332
 B Class,2015,11991,Semi-Auto,59492,Diesel,20,67.3,2.1,Mercedes,23314
 1 Series,2019,17498,Manual,11211,Diesel,150,70.6,1.5,BMW,1282
 3 Series,2019,23980,Semi-Auto,4063,Diesel,145,62.8,2.0,BMW,30044
 E Class,2015,17480,Automatic,22000,Diesel,140,53.3,3.0,Mercedes,12669
 CL Class,2015,19498,Semi-Auto,20820,Diesel,20,67.3,2.1,Mercedes,9631
 GLA Class,2018,24099,Semi-Auto,2900,Diesel,145,56.5,2.1,Mercedes,10585
 T-Roc,2019,23890,Automatic,6417,Petrol,145,39.8,1.5,VW,1458
 Golf SV,2019,22798,Manual,10,Petrol,145,43.5,1.5,VW,43160
 Golf,2019,12015,Manual,15926,Petrol,145,49.6,1.0,VW,32056
 2 Series,2016,13699,Manual,62379,Diesel,30,62.8,2.0,BMW,22992
 Golf SV,2019,19790,Semi-Auto,5000,Petrol,145,44.1,1.5,VW,19623
 A1,2017,14990,Semi-Auto,15132,Petrol,150,57.6,1.4,Audi,2955
 E Class,2018,30480,Semi-Auto,9096,Diesel,145,57.7,2.0,Mercedes,11752
 T-Roc,2019,24469,Automatic,12540,Petrol,145,39.8,1.5,VW,10386
 X3,2019,37898,Semi-Auto,9781,Diesel,145,48.7,3.0,BMW,40156
 Tiguan,2017,20990,Semi-Auto,56000,Diesel,145,57.6,2.0,VW,34445
 Golf,2019,21650,Manual,2500,Diesel,145,62.8,2.0,VW,33130
 Touareg,2016,22800,Automatic,31493,Diesel,235,42.8,3.0,VW,28214
 X5,2019,43500,Automatic,15753,Petrol,145,27.2,3.0,BMW,8149
 A Class,2019,21999,Semi-Auto,4025,Diesel,145,65.7,1.5,Mercedes,33887
 Tiguan,2017,18495,Manual,48100,Diesel,165,50.4,2.0,VW,33989
 2 Series,2019,28361,Semi-Auto,101,Petrol,145,50.4,2.0,BMW,44978
 T-Roc,2019,23999,Manual,2520,Petrol,145,42.2,1.5,VW,25556
 3 Series,2016,13990,Semi-Auto,68800,Diesel,30,64.2,2.0,BMW,35905
 T-Roc,2019,20480,Manual,4411,Diesel,145,50.4,2.0,VW,19413
 X5,2019,51990,Semi-Auto,9607,Petrol,150,27.2,3.0,BMW,18805
 C Class,2016,20990,Semi-Auto,36051,Diesel,30,65.7,2.1,Mercedes,19323
 C Class,2017,42299,Semi-Auto,18804,Petrol,145,32.8,4.0,Mercedes,33120
 E Class,2014,11472,Semi-Auto,83417,Diesel,145,54.3,2.1,Mercedes,41697
 E Class,2016,18500,Automatic,49000,Diesel,20,72.4,2.0,Mercedes,34595
 Golf,2020,21498,Semi-Auto,10,Diesel,150,53.3,2.0,VW,37645
 A Class,2016,11900,Manual,39122,Diesel,20,72.4,1.5,Mercedes,40794
 TT,2017,17990,Manual,37775,Diesel,145,62.8,2.0,Audi,20311
 Touareg,2019,41499,Automatic,9804,Diesel,145,34.0,3.0,VW,10517
 A Class,2016,14799,Manual,33202,Diesel,30,62.8,2.1,Mercedes,6812
 Polo,2017,9990,Manual,18118,Petrol,150,60.1,1.2,VW,35618
 3 Series,2017,20030,Semi-Auto,44751,Petrol,145,48.7,2.0,BMW,7992
 A5,2017,24700,Automatic,14079,Diesel,145,65.7,2.0,Audi,500
 1 Series,2017,11100,Manual,30865,Diesel,145,72.4,1.5,BMW,37701
 1 Series,2019,21950,Manual,101,Diesel,145,70.6,1.5,BMW,22312
 A1,2016,15900,Semi-Auto,29753,Petrol,30,56.5,1.4,Audi,44324
 A5,2019,38990,Manual,10,Petrol,145,38.7,2.0,Audi,19390
 5 Series,2018,33995,Automatic,3001,Diesel,145,53.3,3.0,BMW,10036
 GLE Class,2016,22000,Automatic,52798,Diesel,200,47.9,2.1,Mercedes,30895
 Tiguan,2019,32990,Automatic,11,Diesel,145,39.2,2.0,VW,17274
 A3,2017,13695,Manual,26413,Petrol,20,60.1,1.0,Audi,36555
 Golf,2017,19890,Semi-Auto,22666,Diesel,145,57.7,2.0,VW,19515
 Golf,2016,9995,Manual,45642,Diesel,0,74.3,1.6,VW,23944
 3 Series,2016,16995,Automatic,14867,Diesel,145,56.5,3.0,BMW,2290
 Golf,2018,18290,Manual,9347,Petrol,145,55.4,1.5,VW,37125
 1 Series,2015,9490,Manual,43000,Diesel,30,65.7,2.0,BMW,30911
 C Class,2017,23124,Automatic,22811,Petrol,145,47.1,2.0,Mercedes,3362
 A4,2017,17992,Manual,16456,Diesel,145,72.4,2.0,Audi,33206
 Golf,2016,13998,Semi-Auto,10755,Petrol,30,53.3,1.4,VW,45543
 A1,2015,9245,Manual,31064,Petrol,0,67.3,1.0,Audi,42864
 CL Class,2015,18498,Semi-Auto,18982,Diesel,20,67.3,2.1,Mercedes,20979
 A3,2020,17199,Manual,609,Petrol,150,49.6,1.0,Audi,6361
 Golf,2013,6777,Manual,60000,Diesel,30,64.2,1.6,VW,163
 Polo,2017,10750,Manual,21437,Petrol,20,60.1,1.2,VW,14496
 A3,2019,19900,Manual,8078,Diesel,145,51.4,1.6,Audi,11320
 Tiguan,2019,22498,Manual,3340,Diesel,150,47.9,2.0,VW,18011
 Tiguan,2016,13491,Manual,40044,Diesel,145,53.3,2.0,VW,12181
 A6,2016,17498,Semi-Auto,24405,Diesel,20,64.2,2.0,Audi,21609
 Up,2020,10950,Manual,2038,Petrol,145,54.3,1.0,VW,39609
 X3,2019,31276,Automatic,7345,Petrol,145,30.4,2.0,BMW,306
 Q5,2015,13063,Manual,83855,Diesel,160,50.4,2.0,Audi,23120
 X5,2011,14970,Automatic,69987,Diesel,300,37.7,3.0,BMW,2294
 E Class,2019,25799,Semi-Auto,10551,Diesel,145,72.4,2.0,Mercedes,14011
 Q3,2016,20485,Manual,16945,Diesel,160,49.6,2.0,Audi,32382
 C Class,2015,14490,Semi-Auto,49988,Diesel,30,61.4,2.1,Mercedes,18539
 1 Series,2016,10490,Manual,25000,Diesel,20,72.4,1.5,BMW,13078
 Tiguan,2016,21990,Semi-Auto,39347,Petrol,240,38.2,2.0,VW,43675
 T-Roc,2019,21650,Manual,2397,Diesel,145,50.4,1.6,VW,3284
 A1,2017,11000,Manual,34311,Petrol,30,57.6,1.4,Audi,6386
 B Class,2019,23799,Semi-Auto,3475,Diesel,145,60.1,1.5,Mercedes,37991
 Tiguan,2020,28500,Automatic,1000,Diesel,145,46.3,2.0,VW,17091
 Polo,2017,10790,Manual,20140,Petrol,20,60.1,1.2,VW,43332
 Q3,2013,8995,Manual,73441,Diesel,150,54.3,2.0,Audi,41155
 A5,2017,19999,Manual,11881,Petrol,145,49.6,2.0,Audi,15817
 1 Series,2019,38555,Semi-Auto,2195,Petrol,145,34.5,2.0,BMW,31966
